stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_direction
CCT_158,,S Cobb Dr & Glendale Pl (S Cobb Festival Center),,33.89251,-84.53759,,,0,,0,
CCT_159,,S Cobb Dr & Windy Hill Rd (White Paint Center),,33.89511,-84.53857,,,0,,0,
CCT_16,,Cobb Pkwy & Cumberland Point Dr (NTB Tires),,33.90997,-84.49375,,,0,,0,
CCT_160,,S Cobb Dr & Old Concord Rd (Lupitas Restaurant),,33.90025,-84.54054,,,0,,0,
CCT_161,,S Cobb Dr & Pat Mell Rd (Wells Fargo Bank),,33.90328,-84.54169,,,0,,0,
CCT_162,,S Cobb Dr & Dink Ln (S Cobb Plaza),,33.90454,-84.54219,,,0,,0,
CCT_163,,S Cobb Dr & Harmony Meadows Apt (Amigo Auto),,33.90597,-84.54275,,,0,,0,
CCT_164,,S Cobb Dr & Waldrep Cir (Public Storage),,33.90928,-84.54409,,,0,,0,
CCT_165,,S Cobb Dr & Oak St (Browns Tire Shop),,33.91297,-84.54649,,,0,,0,
CCT_166,,S Cobb Dr & Oak St (Iglesia Central Church),,33.9143,-84.54732,,,0,,0,
CCT_167,,S Cobb Dr & Barber Rd (Co Adult Education Ctr),,33.91616,-84.54816,,,0,,0,
CCT_168,,S Cobb Dr & Austell Rd (Shell Station),,33.91861,-84.54894,,,0,,0,
CCT_169,,S Cobb Dr & Walthall Ave (High Tech Transmission),,33.92263,-84.55011,,,0,,0,
CCT_17,,Cobb Pkwy & After Cumberland Pt Dr (Public Stor.),,33.91131,-84.49497,,,0,,0,
CCT_170,,S Cobb Dr & Leader Rd (Sunoco Station),,33.92366,-84.55036,,,0,,0,
CCT_171,,S Cobb Dr & Leader Rd (Chevron Station),,33.92666,-84.55112,,,0,,0,
CCT_172,,S Cobb Dr & Beech Rd (McDonalds),,33.92854,-84.55096,,,0,,0,
CCT_173,,S Cobb Dr & Carruth Dr,,33.93055,-84.5502,,,0,,0,
CCT_174,,S Cobb Dr & Appleton Dr (Cumberland Lodge),,33.93238,-84.54862,,,0,,0,
CCT_175,,S Cobb Dr & Pearl St (Cobb Co Tag Office),,33.93486,-84.54326,,,0,,0,
CCT_176,,Fairground St & Commerce Park Dr (Credit Union),,33.93993,-84.53506,,,0,,0,
CCT_177,,Fairground St & S Marietta Pkwy (QT Station),,33.94236,-84.53499,,,0,,0,
CCT_178,,Fairground St & Commerce Park Dr (Civic Center),,33.94202,-84.53523,,,0,,0,
CCT_179,,Fairground St & Glover St (Marietta Daily Journal),,33.93868,-84.53524,,,0,,0,
CCT_18,,Cobb Pkwy & Davis Lane (Jiffy Lube),,33.91317,-84.49666,,,0,,0,
CCT_180,,Fairground St & S Cobb Dr (Lockheed),,33.93629,-84.53281,,,0,,0,
CCT_181,,S Cobb Dr & Atlanta St (Cobb Co Soil & Water),,33.93547,-84.5421,,,0,,0,
CCT_182,,S Cobb Dr & Pearl St (1848 House),,33.93421,-84.54629,,,0,,0,
CCT_183,,S Cobb Dr & Appleton Dr (Citgo Station),,33.93327,-84.54796,,,0,,0,
CCT_184,,S Cobb Dr & Garrison Lakes Apts,,33.93185,-84.54959,,,0,,0,
CCT_185,,S Cobb Dr & Beech Rd (Chattahoochee Tech),,33.92838,-84.5513,,,0,,0,
CCT_186,,S Cobb Dr & Booth Rd (Metro Wheels),,33.92561,-84.55128,,,0,,0,
CCT_187,,S Cobb Dr & Walthall Ave (Amigo Auto Sales),,33.92155,-84.5501,,,0,,0,
CCT_188,,S Cobb Dr & Austell Rd (Advance Auto Parts),,33.91721,-84.54877,,,0,,0,
CCT_189,,S Cobb Dr & Oak St (OReilly Auto Parts),,33.9123,-84.54635,,,0,,0,
CCT_19,,Cobb Pkwy & Franklin Rd (Pep Boys),,33.91534,-84.49867,,,0,,0,
CCT_190,,S Cobb Dr & Waldrep Cir (Texonito Plaza),,33.90923,-84.54439,,,0,,0,
CCT_191,,S Cobb Dr & Harmony Meadows Apt (Amigo Auto),,33.90583,-84.543,,,0,,0,
CCT_192,,S Cobb Dr & Pat Mell Rd (Firestone Tires),,33.90388,-84.54228,,,0,,0,
CCT_193,,S Cobb Dr & Benson Poole Rd (Cobb Center),,33.89981,-84.54075,,,0,,0,
CCT_194,,S Cobb Dr & Windy Hill Rd (Wendys),,33.89534,-84.53904,,,0,,0,
CCT_195,,S Cobb Dr & Glendale Pl (S Cobb Festival),,33.89194,-84.53776,,,0,,0,
CCT_196,,S Cobb Dr & Powder Springs St (Shell),,33.88718,-84.53599,,,0,,0,
CCT_197,,S Cobb Dr & Plaza Dr (Blockbuster Video),,33.88351,-84.53456,,,0,,0,
CCT_198,,S Cobb Dr & Ask-Kay Dr (Auto Expo),,33.88035,-84.53337,,,0,,0,
CCT_199,,S Cobb Dr & Church Rd (Chick-fil-A),,33.87725,-84.5322,,,0,,0,
CCT_2,,Cobb Pkwy & Riverwood Pkwy (Akers Mill Square),,33.87968,-84.45928,,,0,,0,
CCT_20,,Cobb Pkwy & Franklin Dr (Nalley Acura),,33.91798,-84.50115,,,0,,0,
CCT_200,,S Cobb Dr & Concord Rd (Advance Auto Parts),,33.87304,-84.5303,,,0,,0,
CCT_201,,Concord Rd & McCaulley Rd,,33.8758,-84.52194,,,0,,0,
CCT_202,,Spring Rd & Atlanta Rd (BP Station),,33.88011,-84.51178,,,0,,0,
CCT_203,,Spring Rd & Jonquil Rd (Dairy Queen),,33.88197,-84.50506,,,0,,0,
CCT_204,,Spring Rd & Village Pkwy (Springs Apts),,33.88355,-84.49922,,,0,,0,
CCT_205,,Spring Rd & Campbell Rd (Intl Farmers Mkt),,33.8832,-84.48704,,,0,,0,
CCT_206,,Six Flags Pkwy & S Service Rd (Six Flags Park),,33.77202,-84.55238,,,0,,0,
CCT_207,,S Service Rd & Riverside Pkwy (Wendys),,33.77289,-84.5583,,,0,,0,
CCT_208,,Six Flags Dr & Riverside Pkwy (Burkin Event Ctr),,33.77679,-84.56422,,,0,,0,
CCT_209,,Six Flags Dr & Six Flags Pkwy (Flags Village),,33.77785,-84.56656,,,0,,0,
CCT_21,,Cobb Pkwy & Spinks Dr (Jim Ellis Used Cars),,33.9237,-84.50583,,,0,,0,
CCT_210,,Six Flags Dr & Elsner Rd (Magnolia Crossing Apts),,33.77809,-84.56992,,,0,,0,
CCT_211,,Six Flags Dr & Factory Shoals Rd (Whisperwood Apt),,33.77833,-84.57384,,,0,,0,
CCT_214,,Factory Shoals Rd & Britt (Vision for Souls),,33.79573,-84.57173,,,0,,0,
CCT_215,,Factory Shoals Rd & Mableton Pkwy (Webbs Cleaners),,33.80106,-84.56765,,,0,,0,
CCT_216,,Mableton Pkwy & Old Powder Springs Rd (Gordon Vil),,33.80659,-84.57025,,,0,,0,
CCT_217,,Mableton Pkwy & Old Gordon Rd (Co Pulbic Safety),,33.81233,-84.57202,,,0,,0,
CCT_218,,Mableton Pkwy & Veterans Mem Hwy (Associated Phys),,33.81732,-84.57499,,,0,,0,
CCT_219,,Floyd Rd & Veterans Memorial Hwy (Captain Ds),,33.81922,-84.5761,,,0,,0,
CCT_22,,Cobb Pkwy & Wylie Rd (Autosmith),,33.92775,-84.508,,,0,,0,
CCT_220,,Floyd Rd & Fontaine Rd (Food Depot),,33.8234,-84.57538,,,0,,0,
CCT_221,,Mableton Park-N-Ride,,33.82606,-84.5757,,,0,,0,
CCT_222,,Floyd Rd & Ayres Rd (Publix),,33.83203,-84.57578,,,0,,0,
CCT_223,,"Floyd Rd & White Blvd (Kroger, Blockbuster Video)",,33.83557,-84.57598,,,0,,0,
CCT_224,,Floyd Rd & Hicks Rd (Rite Aid),,33.8413,-84.57922,,,0,,0,
CCT_225,,Floyd Rd & Bates Rd (Silver Comet Trail),,33.84697,-84.58511,,,0,,0,
CCT_226,,Floyd Rd & Trestle Dr,,33.85237,-84.5882,,,0,,0,
CCT_227,,Floyd Rd & East - West Conn (Walmart),,33.85492,-84.58882,,,0,,0,
CCT_228,,East - West Conn & Floyd Rd (Food Depot),,33.8554,-84.59345,,,0,,0,
CCT_229,,East - West Conn & Hospital South Dr (Lowes),,33.85508,-84.59939,,,0,,0,
CCT_23,,Cobb Pkwy & Barclay Cir (Team Nissan),,33.92979,-84.50908,,,0,,0,
CCT_230,,Austell Rd & East - West Conn (Title Max),,33.85489,-84.60244,,,0,,0,
CCT_231,,Austell Rd & Hospital South Dr (Cobb Hosp),,33.85636,-84.60149,,,0,,0,
CCT_232,,Austell Rd & Story Pl (Pep Boys),,33.85981,-84.5988,,,0,,0,
CCT_233,,Austell Rd & Floyd Rd (Citgo Station),,33.86398,-84.59521,,,0,,0,
CCT_234,,Austell Rd & Mimosa Dr (Cobb Market Fair Shopping),,33.86695,-84.59298,,,0,,0,
CCT_235,,Austell Rd & Amy Ln (Ivy Commons Apts),,33.86917,-84.5915,,,0,,0,
CCT_236,,Austell Rd & Westbrook Mobile Home Entrance,,33.8713,-84.59082,,,0,,0,
CCT_237,,Austell Rd & Lanier Dr,,33.87342,-84.59027,,,0,,0,
CCT_238,,Austell Rd & Byers Dr (Air Command),,33.87833,-84.58898,,,0,,0,
CCT_239,,Austell Rd & Milford Church Rd (Tire & Wheel),,33.88137,-84.58822,,,0,,0,
CCT_24,,Cobb Pkwy & After Barclay Cir (Team Ford),,33.93185,-84.51018,,,0,,0,
CCT_240,,Austell Rd & Crest Ridge Rd (Brunswick Bowling),,33.88548,-84.58621,,,0,,0,
CCT_241,,Austell Rd & E Callaway Rd (Fletch-Barney Plumb),,33.88827,-84.58338,,,0,,0,
CCT_242,,Austell Rd & Hicks Rd (Salvation Army Store),,33.89095,-84.57883,,,0,,0,
CCT_243,,Austell Rd & County Services Pkwy (Texaco Station),,33.89823,-84.57316,,,0,,0,
CCT_244,,Austell Rd & Lorene Dr (Open Bible Tabernacle),,33.90043,-84.57036,,,0,,0,
CCT_245,,Austell Rd & Pat Mell Rd (Crescent Square),,33.90348,-84.56652,,,0,,0,
CCT_246,,Austell Rd & Cunningham Rd,,33.90519,-84.56385,,,0,,0,
CCT_247,,Austell Rd & Austell Cir (All South Copiers),,33.90919,-84.55934,,,0,,0,
CCT_248,,Austell Rd & Sandtown Rd (Norman Campers),,33.91118,-84.55757,,,0,,0,
